120.6,63.935,51.237,27.945,11.396,7.2903,20.737,21.293,12.288,13.936,8.2329,4.9466,7.2608,28.134,14.631,16.408
119.42,63.616,50.968,27.816,11.341,7.2428,20.581,21.346,12.242,13.859,8.2536,4.949,7.2296,27.85,14.574,16.455
118.27,63.3,50.702,27.69,11.287,7.1962,20.428,21.397,12.198,13.783,8.2746,4.9514,7.1988,27.573,14.518,16.502
117.13,62.987,50.439,27.566,11.236,7.1505,20.277,21.448,12.154,13.707,8.296,4.9538,7.1684,27.303,14.463,16.549
116.02,62.679,50.18,27.445,11.186,7.1058,20.128,21.498,12.112,13.632,8.3177,4.9563,7.1385,27.039,14.409,16.596
114.92,62.373,49.923,27.326,11.139,7.0619,19.981,21.547,12.071,13.558,8.3398,4.9588,7.109,26.782,14.355,16.643
113.84,62.072,49.669,27.211,11.093,7.0189,19.836,21.595,12.031,13.484,8.3622,4.9614,7.0799,26.532,14.303,16.69
112.78,61.773,49.418,27.098,11.049,6.9768,19.693,21.642,11.992,13.411,8.3849,4.964,7.0512,26.288,14.251,16.737
111.74,61.479,49.17,26.987,11.007,6.9356,19.552,21.689,11.954,13.339,8.4078,4.9667,7.023,26.05,14.2,16.784
110.72,61.187,48.925,26.879,10.966,6.8952,19.413,21.734,11.917,13.267,8.4311,4.9694,6.9952,25.818,14.15,16.831
109.72,60.899,48.682,26.774,10.926,6.8557,19.276,21.779,11.881,13.196,8.4546,4.9722,6.9677,25.592,14.1,16.878
108.74,60.615,48.443,26.671,10.888,6.817,19.142,21.823,11.846,13.125,8.4784,4.975,6.9407,25.373,14.052,16.924
107.77,60.334,48.206,26.571,10.85,6.7791,19.009,21.866,11.812,13.055,8.5025,4.9778,6.9141,25.158,14.004,16.971
106.82,60.056,47.973,26.472,10.814,6.742,18.878,21.908,11.78,12.986,8.5268,4.9808,6.8879,24.95,13.957,17.017
105.89,59.782,47.741,26.377,10.779,6.7057,18.749,21.95,11.748,12.917,8.5513,4.9837,6.862,24.747,13.911,17.064
104.97,59.51,47.513,26.283,10.745,6.6702,18.622,21.991,11.717,12.849,8.5761,4.9867,6.8366,24.549,13.866,17.11
104.07,59.242,47.288,26.192,10.711,6.6355,18.497,22.03,11.687,12.782,8.6011,4.9898,6.8116,24.356,13.821,17.156
103.19,58.978,47.065,26.103,10.678,6.6016,18.374,22.069,11.658,12.715,8.6263,4.9929,6.7869,24.169,13.777,17.202
102.32,58.716,46.845,26.017,10.646,6.5684,18.253,22.108,11.63,12.648,8.6516,4.996,6.7627,23.986,13.734,17.248
101.47,58.457,46.627,25.932,10.614,6.5359,18.133,22.145,11.602,12.582,8.6772,4.9993,6.7388,23.809,13.692,17.293
100.63,58.202,46.412,25.85,10.582,6.5042,18.016,22.182,11.576,12.517,8.703,5.0025,6.7153,23.636,13.65,17.339
99.813,57.95,46.2,25.769,10.551,6.4731,17.9,22.217,11.551,12.453,8.7289,5.0058,6.6921,23.467,13.61,17.384
99.006,57.701,45.99,25.691,10.519,6.4428,17.786,22.253,11.526,12.389,8.7549,5.0091,6.6694,23.303,13.569,17.429
98.214,57.454,45.783,25.615,10.488,6.4132,17.674,22.287,11.502,12.325,8.7811,5.0125,6.647,23.143,13.53,17.474
97.435,57.211,45.578,25.541,10.457,6.3843,17.563,22.32,11.479,12.262,8.8075,5.016,6.625,22.987,13.491,17.519
96.671,56.971,45.376,25.468,10.426,6.356,17.455,22.353,11.457,12.2,8.834,5.0195,6.6033,22.836,13.453,17.563
95.92,56.734,45.177,25.398,10.395,6.3285,17.348,22.385,11.436,12.138,8.8606,5.023,6.582,22.688,13.416,17.607
95.182,56.499,44.98,25.329,10.365,6.3015,17.242,22.416,11.415,12.077,8.8872,5.0266,6.561,22.544,13.379,17.651
94.457,56.268,44.785,25.263,10.334,6.2752,17.139,22.446,11.395,12.017,8.914,5.0302,6.5405,22.404,13.343,17.694
93.744,56.039,44.593,25.198,10.304,6.2496,17.037,22.476,11.376,11.957,8.9409,5.0339,6.5202,22.267,13.307,17.738
93.044,55.813,44.403,25.135,10.273,6.2245,16.937,22.505,11.358,11.897,8.9679,5.0376,6.5003,22.134,13.273,17.781
92.356,55.59,44.215,25.073,10.243,6.2001,16.838,22.533,11.34,11.838,8.9949,5.0414,6.4808,22.004,13.239,17.823
91.68,55.37,44.03,25.013,10.213,6.1762,16.741,22.56,11.323,11.78,9.022,5.0452,6.4616,21.877,13.205,17.866
91.015,55.152,43.847,24.955,10.183,6.153,16.646,22.587,11.307,11.722,9.0491,5.0491,6.4427,21.753,13.172,17.908
